latitude,longitude
32.7294221,-97.3656249
32.7295157,-97.365354
32.7296286,-97.3650549
32.7298177,-97.364592
32.7296286,-97.3650549
32.7295157,-97.365354
32.7294221,-97.3656249
32.7293228,-97.3659414
32.7292608,-97.36616
32.7291728,-97.3664832
32.7288403,-97.3678054
32.7287894,-97.367995
32.728756,-97.368111
32.7287231,-97.3682196
32.7286957,-97.3683048
32.7286597,-97.3684181
32.7286178,-97.3685508
32.7285847,-97.368657
32.7285505,-97.3687595
32.7284984,-97.3689107
32.7284244,-97.3691332
32.7283476,-97.3693644
32.7282611,-97.3696137
32.7281103,-97.3700258
32.7280203,-97.3702736
32.7279302,-97.3704975
32.7278296,-97.3707393
32.7277169,-97.3710009
32.727621,-97.3712192
32.7275235,-97.3714307
32.7274061,-97.3716773
32.7272921,-97.3719124
32.7271718,-97.3721566
32.7270578,-97.3723803
32.7269576,-97.3725805
32.7268386,-97.3728144
32.7266913,-97.3731071
32.7265883,-97.3733107
32.7264521,-97.3735833
32.7263224,-97.3738359
32.7261968,-97.3740845
32.7260525,-97.3743753
32.7259212,-97.3746404
32.7257866,-97.3749057
32.7255999,-97.3752759
32.7254149,-97.3756471
32.7252705,-97.3759302
32.7250845,-97.3762985
32.7249284,-97.3766115
32.7247148,-97.3770367
32.7245588,-97.3773426
32.7244022,-97.37766
32.724235,-97.3779939
32.7240399,-97.3783834
32.7239095,-97.3786447
32.7232393,-97.3799813
32.7223229,-97.3818162
32.7221751,-97.3820963
32.7220793,-97.3822656
32.7218897,-97.3825806
32.7217084,-97.3828331
32.7214923,-97.3831118
32.7208398,-97.3839102
32.7204032,-97.3844588
32.7202104,-97.3846983
32.7198795,-97.3851124
32.7197722,-97.3852548
32.7196497,-97.385433
32.7195817,-97.3855397
32.7194558,-97.3857395
32.7193077,-97.3859955
32.7192372,-97.3861284
32.7191424,-97.3863056
32.7190717,-97.386445
32.7189627,-97.3866688
32.7188804,-97.3868389
32.7187966,-97.3870184
32.7186075,-97.3874268
32.7185831,-97.3874836
32.7184736,-97.3877692
32.7183786,-97.3880437
32.7179544,-97.3892701
32.7175042,-97.3905491
32.7170276,-97.3918936
32.7168098,-97.3925145
32.7165284,-97.393328
32.7159909,-97.3948721
32.715713,-97.3956589
32.7153709,-97.3966415
32.7149924,-97.3977201
32.7146958,-97.3985687
32.7144574,-97.3992513
32.7142004,-97.3999758
32.7138785,-97.4008818
32.7137728,-97.4011949
32.7136982,-97.4013959
32.7136217,-97.4015865
32.7135257,-97.4018032
32.7134313,-97.4020023
32.7131865,-97.4025296
32.7130054,-97.4029075
32.7129178,-97.4030893
32.7128539,-97.4032353
32.7127868,-97.4033958
32.7127174,-97.4035674
32.7126571,-97.4037328
32.71201,-97.4056033
32.7118507,-97.4060537
32.7114559,-97.4071752
32.7109195,-97.4087039
32.7108096,-97.4090208
32.7107186,-97.4092849
32.7106192,-97.4095735
32.7105264,-97.4098502
32.7104554,-97.4100871
32.7103927,-97.4103044
32.7098359,-97.4123537
